,Unnamed: 0,tconst,title_type,primary_title,original_title,year,runtime_minutes,genres,simple_title,average_rating,num_votes,christmas,hanukkah,kwanzaa,holiday,earnings
974,974,tt13354204,movie,Just Another Christmas,Tudo Bem No Natal Que Vem,2020,100.0,"Comedy,Drama",just another christmas,6.7,5236,True,False,False,False,13342552.19
975,975,tt13356044,tvMovie,Cranberry Christmas,Cranberry Christmas,2020,84.0,"Comedy,Drama,Romance",cranberry christmas,6.5,1144,True,False,False,False,46317618.75
976,976,tt13357258,tvMovie,The Christmas Bow,The Christmas Bow,2020,83.0,"Drama,Music,Romance",the christmas bow,6.7,1221,True,False,False,False,25251931.5
977,977,tt13360162,movie,A Very Quarantwinned Christmas,A Very Quarantwinned Christmas,2020,75.0,Family,a very quarantwinned christmas,8.6,13,True,False,False,False,81831454.44
978,978,tt1336989,tvMovie,The Christmas Sweater: A Return to Redemption,The Christmas Sweater: A Return to Redemption,2009,150.0,Family,the christmas sweater a return to redemption,2.7,126,True,False,False,False,11239731.990000002
979,979,tt13381368,tvMovie,Christmas with the Darlings,Christmas with the Darlings,2020,84.0,"Comedy,Family,Romance",christmas with the darlings,7.1,1675,True,False,False,False,57167531.5
980,980,tt13389538,tvMovie,A Christmas Surprise,A Christmas Surprise,2020,89.0,Comedy,a christmas surprise,5.9,128,True,False,False,False,66723676.43
981,981,tt13391592,tvMovie,A Christmas for Mary,A Christmas for Mary,2020,90.0,"Drama,Romance",a christmas for mary,5.8,172,True,False,False,False,6642381.56
982,982,tt13397452,movie,Estella Scrooge: A Christmas Carol with a Twist,Estella Scrooge: A Christmas Carol with a Twist,2020,130.0,Musical,estella scrooge a christmas carol with a twist,4.9,40,True,False,False,False,1096081.0
983,983,tt13400476,movie,Teri Diwali Meri Christmas,Teri Diwali Meri Christmas,2020,68.0,"Adventure,Fantasy,Romance",teri diwali meri christmas,5.8,26,True,False,False,False,47797912.52
984,984,tt13401252,movie,Christmas in the Pines,Christmas in the Pines,2021,90.0,Romance,christmas in the pines,6.3,485,True,False,False,False,68143878.80999999
985,985,tt13403210,tvMovie,The Christmas Aunt,The Christmas Aunt,2020,86.0,Romance,the christmas aunt,5.7,310,True,False,False,False,6432114.2700000005
986,986,tt13403782,tvMovie,The Christmas Lottery,The Christmas Lottery,2020,88.0,Comedy,the christmas lottery,5.8,192,True,False,False,False,17205472.639999997
987,987,tt1340579,movie,Happy Holidays,Happy Holidays,2007,72.0,Romance,happy holidays,8.1,13,False,False,False,True,98621728.2
988,988,tt13407590,movie,Malou's Christmas,Malous jul,2020,88.0,"Comedy,Drama,Family",malous christmas,6.1,100,True,False,False,False,54708757.68
989,989,tt13409094,movie,A Sunburnt Christmas,A Sunburnt Christmas,2020,91.0,Comedy,a sunburnt christmas,6.9,779,True,False,False,False,93881497.29
990,990,tt13411942,tvMovie,Chico Bon Bon and the Very Berry Holiday,Chico Bon Bon and the Very Berry Holiday,2020,25.0,"Animation,Family",chico bon bon and the very berry holiday,6.2,43,False,False,False,True,31349311.72
991,991,tt13428892,movie,A Christmas Love,A Christmas Love,2020,65.0,Drama,a christmas love,4.0,1141,True,False,False,False,35736508.8
992,992,tt1343029,tvMovie,The Christmas Clause,The Mrs. Clause,2008,84.0,"Comedy,Drama,Family",the christmas clause,4.7,589,True,False,False,False,26838821.25
993,993,tt13437988,movie,Christmas at Cattle Hill,Jul på KuToppen,2020,68.0,"Animation,Family",christmas at cattle hill,5.9,100,True,False,False,False,31746838.59
994,994,tt13438634,movie,Christmas in the Wilds,Christmas in the Wilds,2021,86.0,Romance,christmas in the wilds,5.5,302,True,False,False,False,6351026.550000001
995,995,tt13439940,tvMovie,The Christmas Letter,The Christmas Letter,2019,26.0,"Animation,Family",the christmas letter,6.4,116,True,False,False,False,70609589.12
996,996,tt13446424,movie,Christmas Crossfire,Wir können nicht anders,2020,105.0,"Comedy,Crime,Thriller",christmas crossfire,4.8,1577,True,False,False,False,13656210.719999999
997,997,tt13450510,movie,Charles Dickens' A Christmas Carol,Charles Dickens' A Christmas Carol,2020,,Drama,charles dickens a christmas carol,6.5,32,True,False,False,False,13513784.700000001
998,998,tt13464336,movie,A Tiny House Christmas,A Tiny House Christmas,2021,91.0,Comedy,a tiny house christmas,5.4,86,True,False,False,False,24127264.260000005
999,999,tt13465140,tvMovie,Christmas Again,Christmas...Again?!,2021,94.0,"Adventure,Comedy,Family",christmas again,5.2,1120,True,False,False,False,61276416.239999995
1000,1000,tt1346854,tvMovie,The Monster's Christmas,The Monster's Christmas,1981,47.0,"Adventure,Family,Fantasy",the monsters christmas,5.9,75,True,False,False,False,72702784.22000001
1001,1001,tt13469472,movie,A Carolina Christmas,A Carolina Christmas,2020,141.0,Family,a carolina christmas,5.1,561,True,False,False,False,32276692.32
1002,1002,tt13475370,tvMovie,Christmas Dilemma,Christmas Dilemma,2020,,Comedy,christmas dilemma,6.5,66,True,False,False,False,7068134.45
1003,1003,tt1348305,video,Deadly Little Christmas,Deadly Little Christmas,2009,,"Horror,Thriller",deadly little christmas,2.4,179,True,False,False,False,28492370.4
1004,1004,tt13483290,tvMovie,(RED) Shopathon Holiday Jingle,(RED) Shopathon Holiday Jingle,2015,,Comedy,red shopathon holiday jingle,6.7,45,False,False,False,True,60212682.92
1005,1005,tt13528040,movie,Bo Bear Celebrates Christmas,Brillebjørn feirer jul,2020,65.0,"Family,Fantasy",bo bear celebrates christmas,6.7,25,True,False,False,False,12715224.49
1006,1006,tt1353092,video,Dot & Spot's Magical Christmas Adventure,Dot & Spot's Magical Christmas Adventure,2005,25.0,"Animation,Family,Short",dot  spots magical christmas adventure,7.2,34,True,False,False,False,66392290.080000006
1007,1007,tt1353789,movie,Everyday Is a Holiday,Chaque jour est une fête,2009,80.0,Drama,everyday is a holiday,6.2,102,False,False,False,True,16561807.66
1008,1008,tt13556806,tvMovie,CMA Country Christmas,CMA Country Christmas,2020,,Music,cma country christmas,5.4,10,True,False,False,False,5097236.58
1009,1009,tt13557370,movie,Christmas Thieves,Christmas Thieves,2021,77.0,"Animation,Comedy,Family",christmas thieves,3.9,184,True,False,False,False,52248040.26
1010,1010,tt13562844,tvMovie,Banking on Christmas,Banking on Christmas,2021,99.0,"Drama,Romance",banking on christmas,6.1,49,True,False,False,False,73239053.41999999
1011,1011,tt1356395,tvMovie,The Dog Who Saved Christmas,The Dog Who Saved Christmas,2009,89.0,"Adventure,Animation,Comedy",the dog who saved christmas,4.2,967,True,False,False,False,46873272.6
1012,1012,tt13569424,tvMovie,A Christmas Carol,A Christmas Carol,1954,49.0,Family,a christmas carol,6.0,179,True,False,False,False,10091223.0
1013,1013,tt13571948,movie,A Christmas Carol,A Christmas Carol,2019,77.0,Drama,a christmas carol,3.4,29,True,False,False,False,41687646.160000004
1014,1014,tt13586346,movie,Unwrapping Christmas,Unwrapping Christmas,2020,66.0,Drama,unwrapping christmas,6.0,28,True,False,False,False,64929903.599999994
1015,1015,tt13596276,video,Puppy for Hanukkah,Puppy for Hanukkah,2020,4.0,"Music,Short",puppy for hanukkah,7.1,18,False,True,False,False,35121664.43
1016,1016,tt13607632,tvMovie,An Unremarkable Christmas,Chichipatos: ¡Qué chimba de Navidad!,2020,82.0,"Comedy,Drama",an unremarkable christmas,3.3,157,True,False,False,False,14384659.079999998
1017,1017,tt1361330,tvMovie,Santa Baby 2: Christmas Maybe,Santa Baby 2: Christmas Maybe,2009,80.0,"Comedy,Family,Fantasy",santa baby 2 christmas maybe,5.3,1154,True,False,False,False,67070946.67999999
1018,1018,tt13620374,movie,The Drone that Saved Christmas,The Drone that Saved Christmas,2023,,Comedy,the drone that saved christmas,5.4,18,True,False,False,False,32739206.400000002
1019,1019,tt13624384,tvMovie,A Christmas Wish in Hudson,A Christmas Wish in Hudson,2021,90.0,Romance,a christmas wish in hudson,5.4,287,True,False,False,False,24059877.660000004
1020,1020,tt13632182,movie,Christmas at the Ranch,Christmas at the Ranch,2021,94.0,Romance,christmas at the ranch,5.5,625,True,False,False,False,6004835.1
1021,1021,tt13634896,video,TBS Wrecked: Christmas Killer,TBS Wrecked: Christmas Killer,2017,,Short,tbs wrecked christmas killer,8.9,11,True,False,False,False,46632611.77
1022,1022,tt13635666,tvMovie,A VHS Christmas Carol,A VHS Christmas Carol,2020,42.0,Musical,a vhs christmas carol,6.9,54,True,False,False,False,14905602.180000002
1023,1023,tt13637436,tvMovie,Old Vic: In Camera - A Christmas Carol,Old Vic: In Camera - A Christmas Carol,2020,,Drama,old vic in camera  a christmas carol,8.6,152,True,False,False,False,34436666.96
1024,1024,tt13650704,movie,Holiday Boyfriend,Holiday Boyfriend,2023,,"Comedy,Romance",holiday boyfriend,8.3,41,False,False,False,True,93616846.23
1025,1025,tt13652894,tvMovie,The Christmas Sitters,The Christmas Sitters,2020,80.0,"Comedy,Romance",the christmas sitters,5.4,242,True,False,False,False,39923319.96000001
1026,1026,tt1365471,movie,The Christmas Party,Julefrokosten,2009,86.0,Comedy,the christmas party,3.7,1499,True,False,False,False,6692284.350000001
1027,1027,tt13665354,movie,13 Slays Till X-Mas,13 Slays Till X-Mas,2020,106.0,Horror,13 slays till xmas,4.2,143,True,False,False,False,19495422.240000002
1028,1028,tt1368452,video,Aled's Christmas Carols,Aled's Christmas Carols,2008,46.0,"Documentary,History,Music",aleds christmas carols,4.8,10,True,False,False,False,47234287.199999996
1029,1029,tt1369647,movie,Christmas Angel,Christmas Angel,2009,87.0,"Drama,Romance",christmas angel,6.6,1717,True,False,False,False,48824478.779999994
1030,1030,tt13698834,video,A Christmas Carol,A Christmas Carol,2019,75.0,Drama,a christmas carol,4.2,14,True,False,False,False,5264543.760000001
1031,1031,tt13701958,tvMovie,A Baby Reindeer's First Christmas,A Baby Reindeer's First Christmas,2020,47.0,Documentary,a baby reindeers first christmas,9.0,10,True,False,False,False,2344225.5
1032,1032,tt13701962,movie,A California Christmas: City Lights,A California Christmas: City Lights,2021,106.0,"Comedy,Drama,Romance",a california christmas city lights,5.5,3167,True,False,False,False,17898434.4
1033,1033,tt13708060,movie,Andre Rieu: Christmas in London,Andre Rieu: Christmas in London,2016,88.0,Musical,andre rieu christmas in london,7.9,29,True,False,False,False,32471742.880000003
1034,1034,tt13729118,video,Rifftrax: Christmas Circus,Rifftrax: Christmas Circus,2016,75.0,Comedy,rifftrax christmas circus,6.3,50,True,False,False,False,56099673.629999995
1035,1035,tt13731632,movie,American Christmas Carol: A Ballet Movie,American Christmas Carol: A Ballet Movie,2020,60.0,,american christmas carol a ballet movie,6.1,10,True,False,False,False,24995472.24
1036,1036,tt1373383,tvMovie,Elf Sparkle Meets Christmas the Horse,Elf Sparkle Meets Christmas the Horse,2009,22.0,Animation,elf sparkle meets christmas the horse,8.3,14,True,False,False,False,51541890.29000001
1037,1037,tt13734032,video,BTS: Dynamite (Holiday Remix),BTS: Dynamite (Holiday Remix),2020,3.0,"Music,Short",bts dynamite holiday remix,9.0,47,False,False,False,True,11328108.299999999
1038,1038,tt13735720,video,Christmas with RiffTrax Featuring Magic Christmas Tree,Christmas with RiffTrax Featuring Magic Christmas Tree,2011,,Comedy,christmas with rifftrax featuring magic christmas tree,5.2,19,True,False,False,False,25049319.36
1039,1039,tt13779034,tvMovie,Hot Chocolate Holiday,Hot Chocolate Holiday,2021,95.0,"Comedy,Romance",hot chocolate holiday,6.3,402,False,False,False,True,60614150.940000005
1040,1040,tt13780792,video,VeggieTales: The Toy That Saved Christmas!,VeggieTales: The Toy That Saved Christmas!,1997,44.0,"Animation,Family,Short",veggietales the toy that saved christmas,6.8,33,True,False,False,False,77397670.04
1041,1041,tt13782052,movie,1000 Miles from Christmas,A mil kilómetros de la Navidad,2021,102.0,"Comedy,Romance",1000 miles from christmas,5.8,1923,True,False,False,False,59894125.14
1042,1042,tt1379260,video,A WowieBozowee Christmas,A WowieBozowee Christmas,2007,48.0,Family,a wowiebozowee christmas,9.1,10,True,False,False,False,103538103.75999999
1043,1043,tt13795858,video,Rifftrax: A Christmas Carol,Rifftrax: A Christmas Carol,2018,,"Comedy,Short",rifftrax a christmas carol,4.3,17,True,False,False,False,38462336.42
1044,1044,tt1380832,tvMovie,Gavin & Stacey: 12 Days of Christmas,Gavin & Stacey: 12 Days of Christmas,2008,29.0,Documentary,gavin  stacey 12 days of christmas,6.6,63,True,False,False,False,29808916.5
1045,1045,tt13808642,movie,Beverly Hills Christmas 2 Director's Cut,Beverly Hills Christmas 2 Director's Cut,2021,,Family,beverly hills christmas 2 directors cut,7.8,19,True,False,False,False,74764235.52
1046,1046,tt13814142,movie,Carol's Christmas,Carol's Christmas,2021,70.0,"Drama,Mystery,Thriller",carols christmas,2.2,61,True,False,False,False,15461124.8
1047,1047,tt13838038,movie,Dracula on Holiday,Dracula on Holiday,2021,91.0,Comedy,dracula on holiday,3.7,15,False,False,False,True,723554.61
1048,1048,tt1384926,tvMovie,The Christmas Hope,The Christmas Hope,2009,90.0,Drama,the christmas hope,6.5,831,True,False,False,False,51009058.75
1049,1049,tt13878640,movie,Kiss Me for Christmas,Kiss Me for Christmas,2020,,Comedy,kiss me for christmas,6.9,30,True,False,False,False,43846538.52
1050,1050,tt13918522,tvMovie,A Christmas Mission,A Christmas Mission,2020,89.0,"Drama,Romance",a christmas mission,5.5,313,True,False,False,False,42922657.25
1051,1051,tt13937754,tvMovie,Christmas at the Golden Dragon,Christmas at the Golden Dragon,2022,84.0,"Comedy,Drama,Romance",christmas at the golden dragon,6.6,956,True,False,False,False,55571937.95999999
1052,1052,tt1397220,tvMovie,Santa's First Christmas,Santa's First Christmas,1992,24.0,"Animation,Family,Fantasy",santas first christmas,4.8,21,True,False,False,False,24681566.4
1053,1053,tt13972332,movie,Some Kind of Christmas!,Some Kind of Christmas!,2020,90.0,Drama,some kind of christmas,6.5,13,True,False,False,False,57498979.85
1054,1054,tt13993098,video,1-800 XMAS,1-800 XMAS,2020,3.0,Short,1800 xmas,6.4,96,True,False,False,False,3041145.6
1055,1055,tt14016930,movie,Christmas on My Block,Christmas on My Block,2021,95.0,Drama,christmas on my block,5.6,30,True,False,False,False,14489186.32
1056,1056,tt14034732,movie,How the Gringo Stole Christmas,How the Gringo Stole Christmas,2023,81.0,Comedy,how the gringo stole christmas,3.2,202,True,False,False,False,38746416.0
1057,1057,tt14036172,tvMovie,A Holiday Homecoming,A Holiday Homecoming,2021,85.0,Family,a holiday homecoming,4.9,63,False,False,False,True,49560153.300000004
1058,1058,tt14059632,movie,A Lot Like Christmas,A Lot Like Christmas,2018,106.0,Romance,a lot like christmas,5.3,12,True,False,False,False,15689880.969999999
1059,1059,tt14060006,tvMovie,A Great North Christmas,A Great North Christmas,2021,83.0,Drama,a great north christmas,4.9,162,True,False,False,False,38392741.17
1060,1060,tt14060986,tvMovie,It Takes a Christmas Village,It Takes a Christmas Village,2021,87.0,"Comedy,Romance",it takes a christmas village,6.5,520,True,False,False,False,31202778.75
1061,1061,tt14061008,movie,Last Train to Christmas,Last Train to Christmas,2021,110.0,"Comedy,Drama,Fantasy",last train to christmas,6.0,3085,True,False,False,False,78384240.0
1062,1062,tt14065740,movie,Christmas in Florida,Christmas in Florida,2021,90.0,Comedy,christmas in florida,5.9,360,True,False,False,False,28729294.210000005
1063,1063,tt14074562,tvMovie,The Picture of Christmas,The Christmas Book,2021,85.0,"Comedy,Family,Romance",the picture of christmas,5.9,401,True,False,False,False,58997486.010000005
1064,1064,tt14084160,video,Capitol One: Christmas Ad,Capital One: Christmas Ad,2020,1.0,"Comedy,Short",capitol one christmas ad,6.8,146,True,False,False,False,21471104.04
1065,1065,tt1410013,tvMovie,Christmas in Canaan,Christmas in Canaan,2009,86.0,"Drama,Family",christmas in canaan,6.9,628,True,False,False,False,63125188.89
1066,1066,tt1410207,movie,Christmas,Navidad,2009,99.0,"Drama,Romance",christmas,6.0,294,True,False,False,False,58638306.599999994
1067,1067,tt14122036,tvMovie,The Queen's Christmas Broadcast 2019,The Queen's Christmas Broadcast 2019,2019,,Documentary,the queens christmas broadcast 2019,7.5,11,True,False,False,False,55779830.25
1068,1068,tt1414143,movie,A Christmas Family Tragedy,A Christmas Family Tragedy,2006,75.0,Documentary,a christmas family tragedy,5.9,22,True,False,False,False,36753127.830000006
1069,1069,tt14142950,movie,Christmas Next Door,Noël à tous les étages,2021,98.0,"Comedy,Drama,Romance",christmas next door,6.1,32,True,False,False,False,11952197.87
1070,1070,tt1415879,video,Kidsongs: We Wish You a Merry Christmas,Kidsongs: We Wish You a Merry Christmas,1992,30.0,"Family,Short",kidsongs we wish you a merry christmas,8.3,16,True,False,False,False,55027505.17000001
1071,1071,tt14163772,movie,A Christmas Tale,Sagan om Karl-Bertil Jonssons julafton,2021,104.0,"Comedy,Drama,Family",a christmas tale,6.3,1189,True,False,False,False,55536418.98
1072,1072,tt14187584,tvMovie,Love at the Christmas Contest,Love at the Christmas Contest,2022,90.0,"Comedy,Romance",love at the christmas contest,5.7,451,True,False,False,False,9670854.270000001
1073,1073,tt14194876,movie,The Good Witch of Christmas,The Good Witch of Christmas,2022,77.0,"Comedy,Family,Fantasy",the good witch of christmas,3.6,208,True,False,False,False,5216070.600000001
1074,1074,tt14207306,movie,Christmas Lovers Anonymous,Christmas Lovers Anonymous,2021,,"Comedy,Romance",christmas lovers anonymous,4.8,338,True,False,False,False,4016574.7199999997
1075,1075,tt14219486,movie,A Christmas Karen,A Christmas Karen,2022,98.0,Comedy,a christmas karen,4.9,562,True,False,False,False,24442245.660000004
1076,1076,tt14256092,tvMovie,Snowed in for Christmas,Christmas Au Pair,2021,86.0,Romance,snowed in for christmas,6.1,668,True,False,False,False,82466479.5
1077,1077,tt14298896,movie,Operation White Christmas,Operation White Christmas,2023,,Comedy,operation white christmas,6.7,16,True,False,False,False,6650256.5200000005
1078,1078,tt14300966,movie,A Fiancé for Christmas,More Than I Wished For,2021,85.0,"Comedy,Romance",a fiancé for christmas,6.5,467,True,False,False,False,36195515.199999996
1079,1079,tt1430607,movie,Arthur Christmas,Arthur Christmas,2011,97.0,"Adventure,Animation,Comedy",arthur christmas,7.1,64751,True,False,False,False,68290146.55
1080,1080,tt14397668,movie,Christmas with RiffTrax: Santa's Village of Madness,Christmas with RiffTrax: Santa's Village of Madness,2012,,Comedy,christmas with rifftrax santas village of madness,5.3,23,True,False,False,False,2495957.09
1081,1081,tt14435184,movie,Christmas with Felicity,Christmas with Felicity,2021,86.0,"Drama,Romance",christmas with felicity,5.0,244,True,False,False,False,35672652.0
1082,1082,tt14444182,tvMovie,Blending Christmas,Blending Christmas,2021,85.0,"Comedy,Drama,Family",blending christmas,5.5,479,True,False,False,False,29579958.1
1083,1083,tt1446093,tvMovie,A Holiday Romance,Kurortnyy roman,2007,89.0,Drama,a holiday romance,5.4,15,False,False,False,True,8210781.000000001
1084,1084,tt1446201,tvMovie,12 Men of Christmas,12 Men of Christmas,2009,95.0,"Comedy,Romance",12 men of christmas,5.5,2556,True,False,False,False,7258950.050000001
1085,1085,tt14477626,video,Christmas Time in South Park,Christmas Time in South Park,2007,,"Animation,Comedy",christmas time in south park,7.4,16,True,False,False,False,64900773.52000001
1086,1086,tt14482374,tvMovie,Holiday in Santa Fe,Holiday in Santa Fe,2021,85.0,"Comedy,Drama,Family",holiday in santa fe,6.1,1081,False,False,False,True,6373770.4399999995
1087,1087,tt14483394,movie,The Christmas Pitch,The Christmas Pitch,2021,83.0,"Comedy,Romance",the christmas pitch,4.1,119,True,False,False,False,6725389.489999999
1088,1088,tt14502376,tvMovie,Christmas in Washington,Christmas in Washington,2021,87.0,Romance,christmas in washington,5.6,438,True,False,False,False,18641641.2
1089,1089,tt1451381,tvMovie,Cranberry Christmas,Cranberry Christmas,2008,30.0,"Adventure,Animation,Comedy",cranberry christmas,5.9,64,True,False,False,False,69921466.99
1090,1090,tt14558558,movie,13th Day of Christmas,13th Day of Christmas,2021,120.0,"Crime,Drama,Thriller",13th day of christmas,6.8,15,True,False,False,False,38810432.879999995
1091,1091,tt14577152,movie,A Match Made at Christmas,A Match Made at Christmas,2021,115.0,"Comedy,Drama,Romance",a match made at christmas,5.3,796,True,False,False,False,64712165.779999994
1092,1092,tt14586176,movie,A Christmas Number One,A Christmas Number One,2021,112.0,"Comedy,Romance",a christmas number one,5.6,1022,True,False,False,False,70277201.11999999
1093,1093,tt14591614,movie,Christmas on the Carousel,Christmas on the Carousel,2021,71.0,"Comedy,Drama,Family",christmas on the carousel,4.5,146,True,False,False,False,1660437.0
1094,1094,tt14596220,tvMovie,UnPerfect Christmas Wish,UnPerfect Christmas Wish,2021,90.0,"Comedy,Romance",unperfect christmas wish,5.2,234,True,False,False,False,56257205.160000004
1095,1095,tt1459922,tvMovie,Lady Day: The Many Faces of Billie Holiday,Lady Day: The Many Faces of Billie Holiday,1990,59.0,Documentary,lady day the many faces of billie holiday,7.9,44,False,False,False,True,71230067.97000001
1096,1096,tt14609676,movie,All I Want for Christmas,All I Want for Christmas,2021,90.0,Comedy,all i want for christmas,5.9,74,True,False,False,False,28889896.930000003
1097,1097,tt1461344,tvMovie,Postman Pat's Magic Christmas,Postman Pat's Magic Christmas,2004,25.0,Animation,postman pats magic christmas,7.4,24,True,False,False,False,53889821.42
1098,1098,tt1462801,video,Coronation Street: Romanian Holiday,Coronation Street: Romanian Holiday,2009,96.0,Comedy,coronation street romanian holiday,6.6,110,False,False,False,True,80782289.28
1099,1099,tt14641148,tvMovie,A Snowy Christmas,One Snowy Christmas,2021,84.0,Romance,a snowy christmas,5.1,499,True,False,False,False,9178267.02
1100,1100,tt14662334,movie,The Business of Christmas 2,The Business of Christmas 2,2021,85.0,Drama,the business of christmas 2,8.2,30,True,False,False,False,41959014.599999994
1101,1101,tt14668196,movie,Prancer: A Christmas Tale,Prancer: A Christmas Tale,2022,102.0,"Drama,Family,Fantasy",prancer a christmas tale,6.0,361,True,False,False,False,43348860.599999994
1102,1102,tt14681620,tvMovie,A Christmas Dance Reunion,A Christmas Dance Reunion,2021,87.0,"Drama,Romance",a christmas dance reunion,6.1,466,True,False,False,False,14870134.7
1103,1103,tt1468385,tvMovie,Christmas in Arabia,Weihnachten im Morgenland,2010,90.0,Comedy,christmas in arabia,5.3,45,True,False,False,False,30650269.41
1104,1104,tt1470024,movie,"Tuesday, After Christmas","Marti, dupa Craciun",2010,99.0,"Drama,Romance",tuesday after christmas,6.9,4890,True,False,False,False,55737461.7
1105,1105,tt14715170,movie,Falling for Christmas,Falling for Christmas,2022,93.0,"Comedy,Romance",falling for christmas,5.2,26530,True,False,False,False,44301411.44
1106,1106,tt14721936,tvMovie,Writing Around the Christmas Tree,Writing Around the Christmas Tree,2021,89.0,"Comedy,Drama,Romance",writing around the christmas tree,5.0,243,True,False,False,False,39957660.0
1107,1107,tt14729484,tvMovie,A Christmas Letter,A Christmas Letter,2021,89.0,"Comedy,Family,Romance",a christmas letter,6.7,76,True,False,False,False,15372259.57
1108,1108,tt14758476,tvMovie,A Chance for Christmas,A Chance for Christmas,2021,92.0,"Comedy,Romance",a chance for christmas,5.9,542,True,False,False,False,21128147.8
1109,1109,tt14758624,tvMovie,A Christmas Stray,A Christmas Stray,2021,84.0,"Drama,Romance",a christmas stray,6.2,324,True,False,False,False,40802572.62
1110,1110,tt14777678,tvMovie,Welcome to the Christmas Family Reunion,A Christmas Family Reunion,2021,87.0,"Comedy,Drama,Music",welcome to the christmas family reunion,5.1,298,True,False,False,False,4047362.55
1111,1111,tt14777778,tvMovie,When Christmas Was Young,When Christmas Was Young,2022,87.0,"Comedy,Romance",when christmas was young,6.1,373,True,False,False,False,40215634.699999996
1112,1112,tt1478318,video,Disney Channel Holiday,Disney Channel Holiday,2005,,"Comedy,Family",disney channel holiday,8.2,70,False,False,False,True,16861084.36
1113,1113,tt14785488,tvMovie,A Sisterly Christmas,A Sisterly Christmas,2021,83.0,"Drama,Romance",a sisterly christmas,5.6,175,True,False,False,False,16101804.879999997
1114,1114,tt14785638,movie,A Holiday Chance,A Holiday Chance,2021,110.0,"Comedy,Drama,Romance",a holiday chance,7.1,102,False,False,False,True,49453478.059999995
1115,1115,tt14789426,tvMovie,Christmas in Pine Valley,Christmas in Pine Valley,2022,85.0,"Comedy,Romance",christmas in pine valley,4.9,475,True,False,False,False,51824214.470000006
1116,1116,tt1479144,video,A Christmas Carl,A Christmas Carl,2008,5.0,"Animation,Comedy,Family",a christmas carl,5.8,23,True,False,False,False,29058320.74
1117,1117,tt14807078,tvMovie,A Christmas Proposal,A Christmas Proposal,2021,87.0,Romance,a christmas proposal,7.0,729,True,False,False,False,58203656.0
1118,1118,tt14850192,tvMovie,Christmas with a Prince: The Royal Baby,Christmas with a Prince: The Royal Baby,2021,90.0,Romance,christmas with a prince the royal baby,5.7,341,True,False,False,False,14545574.64
1119,1119,tt1486805,tvMovie,A Child's Christmas,Nadolig Plentyn Yng Nghymru,2008,28.0,"Animation,Comedy,Romance",a childs christmas,6.0,10,True,False,False,False,40945671.599999994
1120,1120,tt1488583,video,Mighty Morphin Power Rangers: Alpha's Magical Christmas,Mighty Morphin Power Rangers: Alpha's Magical Christmas,1994,30.0,"Family,Short",mighty morphin power rangers alphas magical christmas,4.8,205,True,False,False,False,20137871.04
1121,1121,tt1489248,tvMovie,A Golden Christmas,A Golden Christmas,2009,95.0,"Comedy,Drama,Family",a golden christmas,5.5,1357,True,False,False,False,34453806.2
1122,1122,tt14909414,tvMovie,Serving Up the Holidays,A Christmas to Savour,2021,89.0,"Comedy,Romance",serving up the holidays,5.1,407,False,False,False,True,62042318.04
1123,1123,tt1492952,tvMovie,Larry the Cable Guy's Hula-Palooza Christmas Luau,Larry the Cable Guy's Hula-Palooza Christmas Luau,2009,71.0,Comedy,larry the cable guys hulapalooza christmas luau,5.3,78,True,False,False,False,35915893.61
1124,1124,tt14932820,tvMovie,A Clüsterfünke Christmas,A Clüsterfünke Christmas,2021,87.0,"Comedy,Romance",a clüsterfünke christmas,6.2,893,True,False,False,False,10485128.14
1125,1125,tt14945492,movie,"Christmas, No Filter","Christmas, No Filter",2022,90.0,Family,christmas no filter,5.5,75,True,False,False,False,32165591.700000003
1126,1126,tt14980372,movie,Blackjack Christmas,Blackjack Christmas,2022,,Family,blackjack christmas,5.8,30,True,False,False,False,76762980.28
1127,1127,tt14996100,movie,Christmas Proposal,A Christmas Proposal,2021,96.0,"Comedy,Romance",christmas proposal,4.2,90,True,False,False,False,16578370.620000001
1128,1128,tt1499623,video,'Twas the Night Before Christmas,'Twas the Night Before Christmas,1992,24.0,"Animation,Short",twas the night before christmas,4.8,26,True,False,False,False,21680981.76
1129,1129,tt14999558,movie,Anything But Christmas,Anything But Christmas,2021,92.0,Comedy,anything but christmas,6.8,27,True,False,False,False,28116921.52
1130,1130,tt15005176,movie,Christmas in Miami,Christmas in Miami,2021,,Comedy,christmas in miami,7.2,105,True,False,False,False,8614396.8
1131,1131,tt15010346,tvMovie,Christmas on 5th Avenue,Christmas on 5th Avenue,2021,84.0,Romance,christmas on 5th avenue,6.5,448,True,False,False,False,68788707.0
1132,1132,tt15010580,movie,Christmas with My Ex,Christmas with My Ex,2022,,Drama,christmas with my ex,7.0,36,True,False,False,False,10481331.0
1133,1133,tt15012044,tvMovie,Christmas Takes Flight,Christmas Takes Flight,2021,86.0,"Comedy,Romance",christmas takes flight,5.8,433,True,False,False,False,22581801.2
1134,1134,tt15026092,tvMovie,Christmas for Sale,Christmas for Sale,2021,,Romance,christmas for sale,6.3,64,True,False,False,False,19783450.26
1135,1135,tt15042590,tvMovie,A Christmas Treasure,A Christmas Treasure,2021,84.0,"Drama,Romance",a christmas treasure,5.8,684,True,False,False,False,17455268.2
1136,1136,tt1504362,movie,Christmas in Beverly Hills,Natale a Beverly Hills,2009,110.0,Comedy,christmas in beverly hills,3.7,793,True,False,False,False,41980362.06
